ID,Name,Exchange,Ticker,Curr Cost,Curr FV,Last Cost,Last FV,Invest Date,Industry,Description
1012A002,Toshiba Memory Corp.,,,"580,988,000","567,235,000",0,0,05/01/2018,,
1012A003,TriTech Software Systems,,,"401,498,000","401,498,000","401,498,000",0,06/01/2018,,
1013A001,Asia Pacific Medical Group,,,"109,504,000","109,868,000","69,563,000","107,937,000",03/16/2018,,"The Asia Pacific Medical (APM) Group is an American founded international medical concern, which has been providing world class healthcare to China and South East Asia since it’s founding in 1992."
1013A002,ChinaPnR,,,"100,836,000","111,533,000","100,836,000","109,572,000",06/15/2018,Financial & Business Services,"ChinaPNR is a financial payment company focused on payment services such as online, POS, and mobile payment"
1013A003,Emcure,,,"106,471,000","165,148,000","106,471,000","173,167,000",04/14/2018,Pharmaceuticals,"Emcure Pharmaceuticals headquartered at Pune in West India is an Indian pharmaceutical company. The company's products include tablets, capsules (both softgel capsules and hard-gel capsules), and injectables."
1013A004,Genpact,NYSE,G,"164,035,000","354,368,000","164,035,000","340,373,000",10/12/2018,Financial & Business Services,"Global provider of business process management and technology services, focused on finance and accounting for corporations."
1013A005,Japan Wind Development,,,"111,614,000","279,544,000","111,614,000","207,092,000",05/15/2018,Energy,"Japan Wind Development Co., Ltd. provides integrated services for windmill power. The Company imports and distributes windmill machinery as a main business line."
1013A006,L&T Finance Holdings,,,"112,922,000","395,416,000","112,922,000","269,416,000",09/15/2018,Financial & Business Services,"The financial services arm of building firm Larsen & Toubro, an engineering firm"
1013A007,Lionbridge,,,"175,523,000","244,432,000","175,523,000","211,911,000",09/14/2018,"Tech, Media & Telecom","A company based in Waltham, Massachusetts, United States that provides translation, online marketing, global content management and application testing products"
1013A008,Ooedo Onsen,,,"122,533,000","361,780,000","122,533,000","312,135,000",03/15/2018,Tourism,The Ooedo Onsen Monogatari is a lavish hot spring theme park on Odaiba
1013A009,QuEST Global Services,,,"133,487,000","193,876,000","133,487,000","160,184,000",02/16/2018,Engineering Consulting & Software,"QuEST Global, is an engineering consulting firm, founded in 1997. They began by offering various engineering services, primarily to Aerospace & Defence and Aeroengines industries."
1013A010,Retail Zoo,,,"73,702,000","113,983,000","73,702,000","104,580,000",05/14/2018,"Consumer, Retail & Dining","Retail Zoo is the owner of three food franchising brands: Boost Juice Bars, Salsa's Fresh Mex Grill, and Cibo Expresso."
1013A011,Rise Education,,,"125,387,000","734,285,000","125,387,000","318,415,000",09/13/2018,"Tech, Media & Telecom",Rise is a leading provider of after school English language programs for children aged 3 to 12 years old in China.
1013A012,VXI Global Solutions,,,"82,051,000","286,611,000","82,051,000","286,611,000",08/13/2018,Financial & Business Services,"VXI Global Solutions is a fast-growing, mid-sized call center operator with a leading position in China, as well as operations in the Philippines and in the United States.  - See more at: http://www.baincapitalprivateequity.com/investments/vxi-global-solutions#sthash.1E7dRHy1.dpuf"
1013A013,Yukiguni Maitake,,,"78,613,000","287,032,000","78,613,000","213,253,000",04/15/2018,Food,Japanese mushroom producer
1013P001,Jupiter Shop Channel,,,"187,296,000","582,053,000","187,296,000","580,790,000",07/12/2018,"Consumer, Retail & Dining",Direct marketing/retailing company that operates a television shopping channel in Japan.
1013P002,Biglobe,,,"55,710,000","166,905,000","55,710,000","166,704,000",11/14/2018,"Tech, Media & Telecom",Biglobe is a largest independent Internet Service Provider (ISP) company in Japan.
1013P003,Macromill,,,"162,917,000","644,038,000","162,917,000","588,339,000",02/14/2018,Financial & Business Services,"Macromill offers a proprietary automatic online research system which instantly collects consumer response on products and services, as well as its own Japanese panel, and a brand data bank through which it analyzes the correlation between consumers and the brands they purchase. "
1014A001,Solid Biosciences,,,"6,784,000","6,784,000","6,784,000","6,784,000",,,
1014A002,"Dicerna Pharmaceuticals, Inc.",,,"22,614,000","43,099,000","22,614,000","23,209,000",,,
1014A003,Hugel,,,"35,647,000","44,738,000","35,647,000",,,,
1014A004,Replimune,,,"13,607,000","13,607,000","13,607,000",,,,
1014A005,SpringWorks,,,"2,906,000","2,906,000","2,906,000",,,,
1014A006,Marinus Pharmaceuticals,,,"17,859,000","27,956,000","17,859,000",,,,
1018A001,Coherent Path,,,"673,445","788,894","672,694","788,143",06/13/2018,,
1018A002,Crew (ooomf),,,"749,998","1,192,527","749,998","1,192,527",12/13/2018,,
1018A003,Emissary,,,"549,998","663,653","549,998","663,653",12/13/2018,,
1018A004,EngageInbox (RebelMail),,,"551,479","677,218","551,479","677,218",03/14/2018,,
1018A005,Frontapp,,,"300,000","608,291","300,000","608,291",09/14/2018,,
1018A006,Gong (Apper Labs),,,"350,000","350,000","350,000","350,000",12/14/2018,,
1018A007,Handshake,,,"350,000","455,586","350,000","607,449",10/12/2018,,
1018A008,Karma,,,"486,037","59,134","486,037","59,134",11/11/2018,,
1018A009,KlipFolio,,,"479,003","1,133,797","479,003","1,133,797",01/14/2018,,
1018A010,Preact,,,"539,699","145,962","539,699","145,962",02/13/2018,,
1018A011,Replicated,,,"701,810","991,047","701,810","991,047",12/14/2018,,
1018A012,Robin,,,"650,000","794,290","650,000","794,290",,,
1018A013,Security Scorecard,,,"1,204,818","5,110,426","1,204,818","3,530,617",11/13/2018,,
1018A014,Sling (Gangverk),,,"176,630","176,630","174,361","174,361",10/14/2018,,
1018A015,SocialRank,,,"177,410","177,410","177,410","177,410",05/14/2018,,
1018A016,Superhuman Labs,,,"950,000","2,539,867","950,000","2,539,867",12/14/2018,,
1018A017,TapFwd,,,"350,000","542,422","350,000","350,000",,,
1018A018,TrulyWireless,,,"705,205","1,308,316","705,205","705,205",07/13/2018,,
1018A019,Wonder,,,"214,776","762,434","214,776","762,434",07/13/2018,,
1018A020,WemoMedia,,,"500,000","1,304,404","500,000","1,304,404",,,
1018P001,Bowery,,,"311,079","154,764","311,079","154,764",07/14/2018,,
1018P002,Dunwello,,,"250,001",,"250,001",,01/14/2018,,
1018P003,ChangeCoin (ChangeTip),,,"452,432",,"452,432",,03/14/2018,,
1018P004,Memoir (veri inc),,,"100,312","53,000","100,312","56,849",10/13/2018,,
1018P005,Paracosm,,,"500,466","114,211","500,466","50,046",10/14/2018,,
1018P006,Plain Vanilla (quizup),,,"1,318,529",,"1,318,529",,07/12/2018,,
1018P007,ShowMe (Learnbat),,,"271,653",,"271,653",,07/11/2018,,
1018P008,Yhat,,,"582,438","815,414","582,438",,10/13/2018,,
1018P009,Zillabyte,,,"207,003","12,449","207,003","12,449",04/13/2018,,
1019A001,Arigato Machine,,,"1,700,000","2,813,154","1,700,000","2,813,154",,,
1019A002,BigID,,,"1,055,979","1,055,979","701,096","701,096",02/16/2018,,
1019A003,Catalytic,,,"1,187,682","1,625,313","1,187,682","1,625,313",02/16/2018,,
1019A004,Clay,,,"500,000","500,000","500,000","500,000",,,
1019A005,Daisho,,,"1,131,250","1,131,250","1,131,250","1,131,250",,,
1019A006,Dark,,,"250,000","250,000",,,,,
1019A007,Deep Current,,,"1,050,000","1,050,000","1,050,000","1,050,000",,,
1019A008,Fortress IQ,,,"1,000,000","1,000,000",,,,,
1019A009,HYPR,,,"1,750,000","2,753,969","750,000","750,000",12/15/2018,,
1019A010,IOpipe,,,"252,774","328,607","252,774","328,607",08/15/2018,,
1019A011,Jyve,,,"566,109","1,406,299","566,109","1,406,299",09/15/2018,,
1019A012,Kustomer,,,"2,913,810","3,451,813","2,913,809","3,451,813",,,
1019A013,Pinpoint,,,"1,000,000","1,000,000","1,000,000","1,000,000",,,
1019A014,Smallstep,,,"385,000","385,000","385,000","385,000",10/15/2018,,
1019A015,Snyk Limited,,,"2,103,500","2,551,276","2,103,500","2,551,276",02/16/2018,,
1019A016,Wallaroo Labs,,,"354,718","354,718",,,,,
1019A017,WorkRails,,,"750,000","750,000","750,000","750,000",,,
1019P001,Wealth,,,"369,726","369,726","369,726","369,726",,,
1021A001,Agrilyst,,,"200,000","200,000","200,000","200,000",12/15/2018,,
1021A002,Amper Music,,,"249,999","249,999","249,999","249,999",09/15/2018,,
1021A003,Ample Hills Holdings,,,"300,000","300,000","300,000","300,000",12/15/2018,,
1021A004,And Co Ventures,,,"102,958","102,958","102,958","102,958",09/15/2018,,
1021A005,BioDigital,,,"30,000","57,400","30,000","57,400",,,
1021A006,Canary,,,"519,673","519,673","519,673","1,168,509",07/13/2018,,
1021A007,Clubhouse Software,,,"249,998","566,662","249,998","368,300",10/01/2014,,
1021A008,Emergent Properties,,,"300,000","300,000","300,000","300,000",,,
1021A009,Even Financial,,,"225,000","225,000","225,000","225,000",12/15/2018,,
1021A010,Gotenna,,,"249,999","641,716","249,999","641,716",09/13/2018,,
1021A011,Hungryroot,,,"312,066","604,282","312,066","604,282",04/01/2015,,
1021A012,Odyssey Logistics,,,"266,194","425,125","266,194","425,125",10/01/2014,,
1021A013,Orchard,,,"50,000","470,106","50,000","470,106",11/13/2018,,
1021A014,Plum Print,,,"300,000","300,000","300,000","300,000",10/01/2014,,
1021A015,Refresh Club,,,"211,867","663,588","211,867","663,588",09/15/2018,,
1021A016,Roto Capital,,,"250,000","250,000","250,000","250,000",12/15/2018,,
1021A017,Seed CX,,,"250,000","250,000","250,000","250,000",09/15/2018,,
1021A018,SocialSignIn,,,"269,715","269,715","265,715","265,715",03/13/2018,,
1021A019,That's No Moon,,,"250,001","250,001","250,001","250,001",12/15/2018,,
1021A020,Tinkergarten,,,"315,419","590,860","315,419","315,419",10/01/2014,,
1021A021,Tinybop,,,"308,208","1,539,000","308,208","1,539,000",11/12/2018,,
1021A022,Vixxenn,,,"250,000","250,000","250,000","250,000",10/01/2014,,
1021P001,Drip.FM,,,"250,000","37,385","250,000",,10/12/2018,,
1021P002,Design Scout,,,"100,000",,"100,000",,10/01/2014,,
1021P003,Electnext,,,"200,000",,"200,000",,07/13/2018,,
1021P004,Floored,,,"206,000","376,355","206,000","376,355",12/12/2018,,
1021P005,Happy/Makr,,,"200,000","200,000","200,000","200,000",09/12/2018,,
1021P006,Project Surf,,,"250,000",,"250,000",,09/15/2018,,
1021P007,ProofPilot,,,"300,000",,"300,000",,,,
1021P008,Ringly,,,"149,986",,"149,986","455,092",08/13/2018,,
1021P009,Ronin Labs,,,"250,000",,"250,000",,04/01/2015,,
1021P010,Superhuman,,,"50,000",,"50,000",,,,
1021P011,Talla,,,"50,664","50,664","50,664","50,664",12/15/2018,,
1021P012,Versa Media,,,"228,978",,"228,978",,12/15/2018,,
1021P013,Vox Media (fka Editorially),,,"200,000","85,861","200,000","85,861",12/15/2018,,
1021P014,Windowfarms,,,"300,000",,"300,000",,12/12/2018,,
1022A001,Access Bazaar,,,"256,514","256,514","256,514","256,514",12/15/2018,,
1022A002,Bizly,,,"269,971","269,971","269,971","269,971",,,
1022A003,Bravely,,,"153,908","153,908",,,,,
1022A004,ClearDoc,,,"256,515","256,515","256,515","256,515",,,
1022A005,Imagen Technologies,,,"275,229","275,229","275,229","275,229",,,
1022A006,Noken,,,"256,515","256,515",,,,,
1022A007,Industrial Organic (reponsecycle),,,"285,831","285,831","256,515","256,515",09/15/2018,,
1022A008,Petal Card,,,"337,134","337,134","256,515","256,515",,,
1022A009,Radius8 (velocity retail),,,"199,946","199,946","199,946","199,946",,,
1022A010,SolidX (Madison O),,,"256,907","256,907","256,907","256,907",,,
1022A011,Start Hatching,,,"256,515","256,515","199,946","199,946",,,
1022A012,The Financial Gym,,,"256,515","256,515",,,,,
1022A013,Waggle Ventures,,,"210,570","210,570","210,570","210,570",,,
1023A001,Wesco Technologies,NYSE,AIR,"282,500,000","946,800,000","282,500,000","979,400,000",09/06/2018,Aerospace,"Wesco Aircraft has grown to be one of world largest privately held distributors of aerospace consumables and providers of comprehensive supply chain management services.  Our services range from traditional distribution, managing supplier relationships, quality assurance, kitting, to just-in-time delivery and point-of-use inventory management."
1023P001,Allison Transmission,NYSE,ALSN,"762,500,000","2,435,700,000","762,500,000","2,435,700,000",08/07/2018,Transportation,An American manufacturer of commercial dutyautomatic transmissions and hybrid propulsion systems.
1023P002,ARINC Inc,,,"252,900,000","1,169,200,000","252,900,000","1,169,200,000",10/07/2018,Aerospace,"A major provider of transport communications and systems engineering solutions for eight industries: aviation, airports, defense, government, healthcare, networks, security, and transportation."
1023P003,AxleTech International,,,"112,300,000","415,400,000","112,300,000","415,400,000",10/05/2018,Industrial,"AxleTech International is a global manufacturer and supplier of axles, axle components, planetary axles, brakes and aftermarket parts for specialty trucks, military vehicles and off highway machines used in the construction, materials handling, forestry, mining and agriculture markets."
1023P004,Dunkin Brands,NASDAQ,NKN,"345,300,000","1,059,500,000","345,300,000","1,059,500,000",03/06/2018,Consumer,"Together with its subsidiaries, owns, operates, and franchises quick service restaurants under the Dunkin’ Donuts and Baskin-Robbins brands worldwide. It restaurants offer coffee, donuts, bagels, ice cream, frozen beverages, baked goods, and related products."
1023P005,Insight Communications,,,"266,800,000","484,700,000","266,800,000","484,700,000",12/05/2018,Media,"Insight Communications Company is the tenth largest cable operator in the United States, serving approximately 700,000 basic video customers in the three contiguous states of Indiana, Kentucky and Ohio."
1023P006,JMC Steel Group,,,"151,200,000","498,700,000","151,200,000","498,700,000",03/06/2018,Industrials,"Manufactures pipe and tubular products. It offers oil and gas, standard pipe, fire protection pipe, electrical conduit, electrical fittings, fence framework, hollow structural sections, pipe piling, and mechanical tubing products. The company also provides tubular steel solutions, including powder primed tubing and hollow structural sections; steel pipe and tube products, which include fire protection, electrical conduit, standard, mechanical tubing, and fence framework products; and rigid, EMT, IMC, and rigid aluminum products."
1023P007,Kinder Morgan,NYSE,KMP,"840,700,000","2,346,400,000","840,700,000","2,346,400,000",05/07/2018,Energy,"An American energy company. It is, through a subsidiary, the general partner and owner of many of the interests in Kinder Morgan Energy Partners, a publicly traded pipeline and terminal limited partnership. Kinder Morgan Energy partners, L.P. is a leading pipeline transportation and energy storage company in North America."
1023P008,LifeCare Holdings,,,"176,200,000",,"176,200,000",,08/05/2018,Healthcare,"Develops, acquires, and operates long-term acute care (LTAC) hospitals in the United States. The company’s LTAC hospitals provide treatment for patients with complex medical needs requiring extended treatment, such as respiratory failure, chronic pulmonary disease, nervous system disorders, infectious diseases, and severe wounds."
1023P009,Multiplan Inc,,,"370,000,000","1,260,100,000","370,000,000","1,260,100,000",04/06/2018,Healthcare,"During the period of Carlyle's ownership, MultiPlan, Inc. was the largest independent preferred provider organization in the United States, with 2,350 clients in all 50 states, the District of Columbia and Puerto Rico."
1023P010,NXP Semicondictor (acquired Freescale Semiconductor),NYSE,FSL,"785,000,000","791,900,000","785,000,000","791,900,000",12/06/2018,Technology,"FreeScale, acquired by NXP, produces and designs embedded hardware, with 17 billion semiconductor chips in use around the world. The company focuses on the automotive, consumer, industrial and networking markets with its product portfolio including microprocessors, microcontrollers, digital signal processors, digital signal controllers, sensors, RF power ICs and power management ICs."
1023P011,Open Solutions,,,"268,200,000","25,300,000","268,200,000","25,300,000",01/07/2018,Technology,A Software Vendor offering Core Processing Systems for financial institutions.
1023P012,Oriental Trading Co.,,,"257,700,000",,"257,700,000",,07/06/2018,Retail,"During the period of Carlyle's ownership, Oriental Trading Company, Inc. was the largest direct marketer of party supplies, novelties, toys and children's arts and crafts, and leading marketer of school supplies and value-priced home décor and giftware."
1023P013,Philosophy Inc,,,"202,600,000","571,000,000","202,600,000","571,000,000",03/07/2018,Retail,"During the period of Carlyle's ownership, Philosophy, Inc. developed, manufactured and marketed a full line of premium personal care products focused on skin care, fragrance, bath & body care and color cosmetics."
1023P014,PQ Corportation,,,"288,900,000","453,600,000","288,900,000","453,600,000",07/07/2018,Industrials,"Manufactures silicate, zeolite, and other performance materials for the detergent, pulp and paper, chemical, petroleum, catalyst, water treatment, construction, and beverage markets."
1023P015,SS&C Corporation,NASDAQ,SSNC,"381,000,000","1,128,700,000","381,000,000","1,128,700,000",11/05/2018,Technology,A specialized software provider to the global financial services industry.
1023P016,The Hertz Corporation,NYSE,HTZ,"740,000,000","1,911,600,000","740,000,000","1,911,600,000",12/05/2018,Transportation,An American car rentalcompany with international locations in 145 countries worldwide.
1023P017,The Nielsen Company,NYSE,NLSN,"669,100,000","1,791,100,000","669,100,000","1,791,100,000",05/06/2018,Media,"Nielsen is a publicly held global information and media company, and is one of the world's leading suppliers of marketing information, media information and TV ratings, online intelligence and mobile measurement."
1023P018,Veyance Technologies,,,"459,700,000","687,600,000","459,700,000","687,600,000",07/07/2018,Industrials,"Manufactures engineered rubber products for industrial, automotive, and military markets worldwide. The company provides industrial hoses, hydraulics, power transmission products, automotive aftermarket parts, commercial truck aftermarket parts, air springs, conveyor belts, rubber tracks and rubberized components, OE hoses, belts, air springs and molded parts, home and garden products, power sports products, and marine fenders."
1024A001,Acosta,,,"1,107,100,000","885,700,000","1,107,100,000","996,400,000",09/14/2018,Consumer Business Services,"Sales, marketing and retail merchandising solutions to consumer packaged goods companies and retailers in the U.S. and Canada"
1024A002,"ADT CAPS Co., Ltd.",,,"283,700,000","434,100,000","283,700,000","421,600,000",05/14/2018,Consumer & Retail,ADT Caps is one of the leading advanced security monitoring and dispatch service providers in South Korea.
1024A003,Albany Molecular,,,"461,300,000","461,300,000",0,,08/17/2018,,
1024A004,Dealogic,,,"219,600,000","340,300,000","219,600,000","340,300,000",12/14/2018,Business Software Services,An international financial software company
1024A005,Ortho-Clinical Diagnostics,,,"900,000,000","1,710,000,000","900,000,000","1,485,000,000",06/14/2018,Healthcare,"Ortho Clinical Diagnostics serves the transfusion medicine community and laboratories around the world. We're the leading provider of total solutions for screening, diagnosing, monitoring and confirming diseases early before they put lives at risk. Our single focus is to help hospitals, laboratories and blood centers worldwide deliver results that help patients experience a better quality of life."
1024A006,Signode Industrial Group,,,"882,500,000","1,544,400,000","882,500,000","1,544,400,000",05/14/2018,Industrial,"Signode is a global manufacturer of steel and plastic strapping, stretch film and the application equipment and accessory products for each. Our products are used throughout the world in a broad range of industries to secure everything from cotton bales and newspapers to steel coils and corrugated cartons."
1024A007,"Rede D'Or SaoLuiz, LLC",,,"526,800,000","793,100,000","527,100,000","731,700,000",05/15/2018,Healthcare,The largest private hospital operator in Brazil
1024A008,Centennial Resource Partners,NASDAQ,CDEV,"45,800,000","120,000,000","45,800,000","116,700,000",05/15/2018,Energy,Denver-based private oil and gas company
1024A009,"Novetta Solutions, LLC",,,"277,400,000","110,900,000","277,400,000","110,900,000",10/15/2018,Government/Business Services,"McLean, Va.-based provider of software and IT services to the U.S. intelligence community"
1024A010,Veritas Holdings,,,"1,063,300,000","1,222,800,000","1,063,300,000","1,222,800,000",01/16/2018,Technology & Business Services,"Veritas Technologies LLC develops and delivers backup and recovery, business continuity, information governance, and storage management solutions worldwide."
1024A011,ION Investment Group Limited,,,"354,500,000","485,100,000","354,500,000","450,900,000",05/16/2018,Technology & Business Services,ION Investment Group (IIG) is a holding company formed to acquire and consolidate financial technology companies.
1024A012,Novolex,,,"772,900,000","811,500,000","772,900,000","811,500,000",10/16/2018,Industrial,"Novolex™ is North America’s leader in packaging choice and sustainability. Novolex™ focuses on customers within the retail, grocery, convenience store, deli, food service, hospitality, institutional, processor and industrial markets."
1024A013,ProKarma Holdings Inc.,,,"217,500,000","228,400,000","217,500,000","217,500,000",12/16/2018,Technology & Business Services,"ProKarma is a global IT solutions company that brings full-scale technology expertise and implementation capabilities to inspire, empower and drive our clients to focus on what they do best"
1024A014,Atotech,,,"755,900,000","940,500,000","756,000,000","869,000,000",01/17/2018,Chemicals,"Atotech provides specialty chemical processes and equipment for the printed circuit board, IC-substrate and semiconductor industries as well as the decorative and functional surface finishing industries"
1024A015,WellDyneRX,,,"345,800,000","345,800,000","345,800,000","345,800,000",02/17/2018,Healthcare,"WellDyneRx is an innovative, full-service prescription benefit manager, servicing its health plan members through a retail network of over 65,000 pharmacies"
1024A016,Ithaca Holdings,,,"131,100,000","131,100,000","131,100,000","131,100,000",,,
1024A017,Pharma Product Dev,,,"950,000,000","1,045,000,000","950,000,000","1,045,000,000",,,
1024A018,WildHorse Resource,,,"434,500,000","434,500,000","434,500,000","434,500,000",,,
1024A019,Project Jupiter,,,"483,300,000","408,000,000","483,300,000","483,300,000",,,
1024A020,Portfolio Company Debt - 1,,,"126,300,000","208,700,000","126,300,000","206,300,000",,,
1024A021,ZeroChaos,,,"322,700,000","322,700,000","126,300,000","206,300,000",,,
1024P001,Vogue International LLC,,,"420,800,000","1,512,300,000","420,800,000","1,512,300,000",02/14/2018,Consumer & Retail,"Vogue International is one of America’s leading manufacturers and distributors of salon-heritage hair care and other personal care products. For over 20 years, Vogue has represented a refreshing and innovative point of difference in a saturated hair care industry. Headquartered in Tampa Bay, Florida, Vogue’s branded products include the FX ™ line of hair styling products, the award winning Organix® collection of shampoos, conditioners and styling/treatment items, and Organix® Bath & Body Collection. Vogue’s products are distributed exclusively to the world’s largest retailers, primarily through the Food, Drug, and Mass channels of distribution, both domestically throughout the U.S. and globally in 42 foreign countries."
1026A001,AvanStrate,,,"271,345,828",,"271,345,828",,06/08/2018,Business Services,"AvanStrate engages in the manufacture and sale of glass substrates for thin-film transistor color LCDs. It offers glass substrates LCD panels for use in LCD televisions and LCD monitors for personal computers; and glass substrates for use as display screens in mobile phones, digital cameras, digital camcorders, game consoles, and automotive navigation systems, as well as for digital signage, touch panels, and 3D televisions."
1026A002,CxS Corporation (Diversey),,,"90,004,235","119,409,620","90,004,235","93,453,852",11/12/2018,Indutrial,Manufacturer of cleaning and hygiene products and solutions.
1026A003,Walbro Engine,,,"76,238,882","89,889,748","76,238,882","126,387,943",09/12/2018,Industrial,"Walbro Corporation is a manufacturing company that specializes in samll engine carburetion and supplier of auto parts. Otherwise, Walbro carburetors are commonly used on line-trimmers, leaf blowers, chain-saws, and edgers."
1026P001,Tsubaki Nakashima,,,"418,336,390","546,122,522","418,336,390","479,236,802",03/11/2018,Industrial,"A manufacturer of precision balls, precision components and ventilators."
1026P002,Covalent Materials,,,"264,718,340","42,494,888","264,718,340","46,502,170",12/06/2018,Business Services,"A manufacturer of advanced materials such as semiconductor-related ceramics products, FPD-related ceramics products and silicon wafers."
1026P003,Simplex Holdings,,,"67,742,034","201,783,587","67,742,034","138,628,889",08/13/2018,Financial & Business Services,"Simplex Holdings, Inc., through its subsidiaries, provides various financial system solutions in Japan. It engages in planning, developing, operating, maintaining, and consulting, as well as providing various financial institutions access to trading systems and online trading systems. The company offers system integration services, which include consulting, development, maintenance, and operation of computer systems used by financial institutions for their profit-earning operations. It provides capital markets solutions, which include the provision of trading systems that handle bonds, stocks, currencies, and derivatives, as well as various financial products on the same platform; retail solutions, which offer an Internet trading environment, via financial institutions that allows individual investors to trade various financial products from a personal computer or cell phone; and solutions for securities exchanges, which comprise the construction of a trading system that handles exchange-traded foreign exchange (FX) transactions. Simplex Holdings, Inc. serves banks, securities firms, full-service brokerage firms, net brokerages, net banks, FX firms, and securities exchanges. The company was formerly known as Simplex Technology, Inc. and changed its name to Simplex Holdings, Inc. in October 2010. Simplex Holdings, Inc. was founded in 1997 and is headquartered in Tokyo, Japan."
1026P004,Broadleaf Co.,,,"102,144,219","197,508,669","102,144,219","216,133,803",11/09/2018,Business Services,A software designer and manufacturer as well as IT solutions provider for the automotive industry.
1026P005,Solasto,TYO,197,"79,415,502","405,332,089","79,415,502","426,896,807",11/11/2018,Healthcare,Provider of medical administrative and staffing services.
1026P006,Chimney Co.,TKS,178,"114,358,323","226,184,760","114,358,323","247,514,059",12/09/2018,Restaurants,"A Japanese pub-restaurant operator, with more than 500 stores primarily in the greater Tokyo area."
1027A001,MSX,,,"30,966,188","16,828,379","30,966,188","1,475,564",12/01/2018,Business Services,"Leading global supplier of technical business services, primarily to the automotive industry."
1027A002,Strategic Indutries,,,"92,975,764","136,823,359","92,975,764","134,606,857",12/01/2018,Industrial,"Portfolio of two companies - Leon Plastics (wholly owned) is a manufacturer of soft padded interior trim components for the automotive industry. Simplicity Creative Group (partially owned) markets a wide variety of product lines to the home decorating, home sewing and crafts markets."
1027A003,Worldspan,,,"202,397,451","560,685,590","202,397,439","560,685,590",06/03/2018,Business Services,Leading global provider of mission-critical electronic glocal distribution and information technology services to the travel industry
1027P003,AMIS/ON,,,"179,498,373","478,072,939","179,498,373","478,072,939",12/01/2018,Technology - Semi,"Leading designer and manufacturer of mized signal and digital semiconducters for medical, industrial, communications and other applications."
1027P004,Arizant,,,"104,600,819","675,168,365","104,600,819","675,168,365",07/04/2018,Healthcare,"Leading developer, manufactuere and distributor of temperature management products that prevent hypothermia associated with anesthesia during surgical procedures."
1027P005,ERICO,,,"74,049,337","386,487,038","74,049,337","386,487,038",11/02/2018,Industrial,"Designs, manufactures and markets highly engineered metal products serving a diverse range of construction, utility and industrial applications."
1027P006,Euramax,,,"106,304,991","542,742,597","106,304,991","542,742,597",06/03/2018,Industrial,Fabricates aluminum and steel products for the building products and recreational vehicles industries.
1027P007,Flender,,,"118,462,861","947,628,079","118,462,861","947,628,079",07/14/2018,Industrial,Leading global manufacturer of power transmission equipment for a wide variety of applications in numerous diverse industries.
1027P008,IWCO Direct,,,"70,408,000","239,044,820","70,408,000","239,044,820",02/05/2018,Business Services,"Leading, fully integrated direct marketing solutions provider."
1027P009,MagnaChip,NYSE,X,"197,592,760","149,840,952","197,592,760","149,840,952",10/04/2018,Technology - Semi,Designer and manufacturer of inegrated circuits targeted at consumer markets including Display Driver Interfaces (LCD panels) and CMOS Image Sensors (camera phones).
1027P010,NCI,,,"186,000,000","40,000,000","186,000,000","40,000,000",01/05/2018,Media,One of the largest and most diversified publishers of information for the local realestate market in North America.
1027P011,nTelos,NASDAQ,TLS,"62,246,929","334,984,308","62,246,929","334,984,308",02/06/2018,Telecommunications,"Diversified, regional integrated communications provider with two major businesses - Wireless Services and Wireline Services. Products and services are ofered to bussiness and residential customers in Virginia, West Virginia, Kentucky, Tennessee and North Carolina."
1027P012,Remy,,,"180,879,706","2,250,000","180,879,706","2,250,000",12/01/2018,Industrial,"Leading re-manufacturer of rotating electrical components, engines and transmissions serving both the automotive and heavy duty after-markets."
1027P013,Rexel,RXL,PA,"79,306,547","104,995,850","79,306,547","104,995,850",03/05/2018,Industrial,Worldwide leader in the distribution of low and ultra-low voltage electrical products.
1027P014,SEAT Pagine Gialle,IM,SP,"46,248,694","19,144,160","46,248,694","19,144,160",09/03/2018,Media,Leader in the European directory publishing business. Its main activities are based in Italy where it is the leading publisher of Yellow & White Pages and maintains a strong position in online and voice-based directory assistance.
1027P015,Southern Graphics,,,"103,950,000","450,089,006","103,950,000","448,600,139",12/05/2018,Business Services,"Leading provider of prepress graphics services, image carriers (printing cylinders and printing plates) and other design-related services for the international consumer packaged goods industry."
1027P016,Western Dental,,,"141,629,157","314,443,594","141,629,157","313,147,457",06/06/2018,Healthcare,"Leading provider of quality, affordable dental care and the largest dental services provider in California with ~300 general and specialty dential offices throughout California, Arizona, Nevada and Texas."
1028A001,ANCILE Solutions,,,"162,000,000","354,005,846","162,000,000","354,005,846",07/10/2018,Business Services,One of the largest distributors of car rental services for Europe bound leisure travelers. Offers a wide range of automobiles.
1028A002,Auto Europe Group,,,"107,300,000","270,312,961","107,300,000","270,312,961",12/06/2018,Business Services,"Leading, fully integrated direct marketing solutions provider."
1028A003,Cadence Aerospace,,,"167,451,195","9,701,674","162,451,195","25,000,000",05/12/2018,Technology,Distributes its software through OEM software and hardware venors in addition to selling through channel partners and end customer. Focus is on computer infrastructure software.
1028A004,CompuCom Systems,,,"266,750,990","538,502,597","266,750,990","538,502,597",09/07/2018,Business Services,Provider of customizable direct marketing solutions through shared mail products to rural and suburban markets.
1028A005,Encompass Digital Media,,,"221,539,466","154,300,000","221,539,466","154,300,000",02/12/2018,Business Services,"Largest merchandising and experiential marketing company in North America. The company has 3 core services: product presentation and merchandising, direct in-person retail selling and experiential marketing services."
