"AEBODSYS","AEHLGT","AEHLT","AEDECOD","A","C","B","D","APLUSB","CPLUSD","N","PCTTREAT","PCTCONTROL","RD","RR","PVALUE"
"GASTROINTESTINAL DISORDERS","ABDOMINAL HERNIAS AND OTHER ABDOMINAL WALL CONDITIONS","ABDOMINAL HERNIAS, SITE UNSPECIFIED","ABDOMINAL STRANGULATED HERNIA",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","ABDOMINAL HERNIAS AND OTHER ABDOMINAL WALL CONDITIONS","ABDOMINAL HERNIAS, SITE UNSPECIFIED","",6,4,540,542,546,546,1092,1.1,0.7,0.4,150,1.6
"GASTROINTESTINAL DISORDERS","ABDOMINAL HERNIAS AND OTHER ABDOMINAL WALL CONDITIONS","DIAPHRAGMATIC HERNIAS","HIATUS HERNIA",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GASTROINTESTINAL DISORDERS","ABDOMINAL HERNIAS AND OTHER ABDOMINAL WALL CONDITIONS","DIAPHRAGMATIC HERNIAS","",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GASTROINTESTINAL DISORDERS","ABDOMINAL HERNIAS AND OTHER ABDOMINAL WALL CONDITIONS","INGUINAL HERNIAS","INGUINAL HERNIA",6,0,540,546,546,546,1092,1.1,0,1.1,0,4.2
"GASTROINTESTINAL DISORDERS","ABDOMINAL HERNIAS AND OTHER ABDOMINAL WALL CONDITIONS","INGUINAL HERNIAS","",6,0,540,546,546,546,1092,1.1,0,1.1,0,4.2
"GASTROINTESTINAL DISORDERS","ABDOMINAL HERNIAS AND OTHER ABDOMINAL WALL CONDITIONS","UMBILICAL HERNIAS","UMBILICAL HERNIA",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","ABDOMINAL HERNIAS AND OTHER ABDOMINAL WALL CONDITIONS","UMBILICAL HERNIAS","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","ABDOMINAL HERNIAS AND OTHER ABDOMINAL WALL CONDITIONS","","",16,6,530,540,546,546,1092,2.9,1.1,1.8,266.7,4.1
"GASTROINTESTINAL DISORDERS","ANAL AND RECTAL CONDITIONS NEC","ANAL AND RECTAL DISORDERS NEC","ANAL FISSURE",0,4,546,542,546,546,1092,0,0.7,-0.7,0,2.8
"GASTROINTESTINAL DISORDERS","ANAL AND RECTAL CONDITIONS NEC","ANAL AND RECTAL DISORDERS NEC","",0,4,546,542,546,546,1092,0,0.7,-0.7,0,2.8
"GASTROINTESTINAL DISORDERS","ANAL AND RECTAL CONDITIONS NEC","","",0,4,546,542,546,546,1092,0,0.7,-0.7,0,2.8
"GASTROINTESTINAL DISORDERS","BENIGN NEOPLASMS GASTROINTESTINAL","BENIGN NEOPLASMS GASTROINTESTINAL (EXCL ORAL CAVITY)","COLONIC POLYP",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GASTROINTESTINAL DISORDERS","BENIGN NEOPLASMS GASTROINTESTINAL","BENIGN NEOPLASMS GASTROINTESTINAL (EXCL ORAL CAVITY)","INTESTINAL POLYP",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","BENIGN NEOPLASMS GASTROINTESTINAL","BENIGN NEOPLASMS GASTROINTESTINAL (EXCL ORAL CAVITY)","RECTAL POLYP",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","BENIGN NEOPLASMS GASTROINTESTINAL","BENIGN NEOPLASMS GASTROINTESTINAL (EXCL ORAL CAVITY)","",4,4,542,542,546,546,1092,0.7,0.7,0,100,1.3
"GASTROINTESTINAL DISORDERS","BENIGN NEOPLASMS GASTROINTESTINAL","","",4,4,542,542,546,546,1092,0.7,0.7,0,100,1.3
"GASTROINTESTINAL DISORDERS","DENTAL AND GINGIVAL CONDITIONS","DENTAL DISORDERS NEC","PERIODONTAL DISEASE",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","DENTAL AND GINGIVAL CONDITIONS","DENTAL DISORDERS NEC","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","DENTAL AND GINGIVAL CONDITIONS","DENTAL PAIN AND SENSATION DISORDERS","TOOTHACHE",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GASTROINTESTINAL DISORDERS","DENTAL AND GINGIVAL CONDITIONS","DENTAL PAIN AND SENSATION DISORDERS","",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GASTROINTESTINAL DISORDERS","DENTAL AND GINGIVAL CONDITIONS","GINGIVAL PAINS","GINGIVAL PAIN",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","DENTAL AND GINGIVAL CONDITIONS","GINGIVAL PAINS","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","DENTAL AND GINGIVAL CONDITIONS","","",4,4,542,542,546,546,1092,0.7,0.7,0,100,1.3
"GASTROINTESTINAL DISORDERS","DIVERTICULAR DISORDERS","DIVERTICULA","DIVERTICULUM",6,0,540,546,546,546,1092,1.1,0,1.1,0,4.2
"GASTROINTESTINAL DISORDERS","DIVERTICULAR DISORDERS","DIVERTICULA","DIVERTICULUM INTESTINAL",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","DIVERTICULAR DISORDERS","DIVERTICULA","",8,0,538,546,546,546,1092,1.5,0,1.5,0,5.6
"GASTROINTESTINAL DISORDERS","DIVERTICULAR DISORDERS","","",8,0,538,546,546,546,1092,1.5,0,1.5,0,5.6
"GASTROINTESTINAL DISORDERS","EXOCRINE PANCREAS CONDITIONS","ACUTE AND CHRONIC PANCREATITIS","PANCREATITIS ACUTE",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","EXOCRINE PANCREAS CONDITIONS","ACUTE AND CHRONIC PANCREATITIS","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","EXOCRINE PANCREAS CONDITIONS","","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL AND HEPATOBILIARY PROCEDURAL COMPLICATIONS","LARGE INTESTINE PERFORATION","RUPTURED DIVERTICULUM OF COLON",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL AND HEPATOBILIARY PROCEDURAL COMPLICATIONS","LARGE INTESTINE PERFORATION","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL AND HEPATOBILIARY PROCEDURAL COMPLICATIONS","","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL CONDITIONS NEC","GASTROINTESTINAL DISORDERS NEC","APPENDICEAL MUCOCOELE",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL CONDITIONS NEC","GASTROINTESTINAL DISORDERS NEC","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL CONDITIONS NEC","","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL HAEMORRHAGES NEC","INTESTINAL HAEMORRHAGES","RECTAL HAEMORRHAGE",0,4,546,542,546,546,1092,0,0.7,-0.7,0,2.8
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL HAEMORRHAGES NEC","INTESTINAL HAEMORRHAGES","",0,4,546,542,546,546,1092,0,0.7,-0.7,0,2.8
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL HAEMORRHAGES NEC","NON-SITE SPECIFIC GASTROINTESTINAL HAEMORRHAGES","GASTROINTESTINAL HAEMORRHAGE",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL HAEMORRHAGES NEC","NON-SITE SPECIFIC GASTROINTESTINAL HAEMORRHAGES","HAEMATOCHEZIA",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL HAEMORRHAGES NEC","NON-SITE SPECIFIC GASTROINTESTINAL HAEMORRHAGES","",4,2,542,544,546,546,1092,0.7,0.4,0.4,200,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL HAEMORRHAGES NEC","","",4,6,542,540,546,546,1092,0.7,1.1,-0.4,66.7,1.6
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL INFECTIONS","INTESTINAL INFECTIONS","APPENDICITIS PERFORATED",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL INFECTIONS","INTESTINAL INFECTIONS","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL INFECTIONS","","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL INFLAMMATORY CONDITIONS","GASTRITIS (EXCL INFECTIVE)","GASTRITIS",4,10,542,536,546,546,1092,0.7,1.8,-1.1,40,2.8
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL INFLAMMATORY CONDITIONS","GASTRITIS (EXCL INFECTIVE)","",4,10,542,536,546,546,1092,0.7,1.8,-1.1,40,2.8
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL INFLAMMATORY CONDITIONS","","",4,10,542,536,546,546,1092,0.7,1.8,-1.1,40,2.8
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS","DIARRHOEA (EXCL INFECTIVE)","DIARRHOEA",26,22,520,524,546,546,1092,4.8,4,0.7,118.2,2.3
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS","DIARRHOEA (EXCL INFECTIVE)","LOOSE STOOLS",4,4,542,542,546,546,1092,0.7,0.7,0,100,1.3
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS","DIARRHOEA (EXCL INFECTIVE)","",30,26,516,520,546,546,1092,5.5,4.8,0.7,115.4,2.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS","GASTROINTESTINAL ATONIC AND HYPOMOTILITY DISORDERS NEC","CONSTIPATION",20,8,526,538,546,546,1092,3.7,1.5,2.2,250,4.5
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS","GASTROINTESTINAL ATONIC AND HYPOMOTILITY DISORDERS NEC","GASTROOESOPHAGEAL REFLUX DISEASE",10,6,536,540,546,546,1092,1.8,1.1,0.7,166.7,2.1
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS","GASTROINTESTINAL ATONIC AND HYPOMOTILITY DISORDERS NEC","INFREQUENT BOWEL MOVEMENTS",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS","GASTROINTESTINAL ATONIC AND HYPOMOTILITY DISORDERS NEC","",30,16,516,530,546,546,1092,5.5,2.9,2.6,187.5,4.3
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS","GASTROINTESTINAL DYSKINETIC DISORDERS","BOWEL MOVEMENT IRREGULARITY",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS","GASTROINTESTINAL DYSKINETIC DISORDERS","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS","GASTROINTESTINAL SPASTIC AND HYPERMOTILITY DISORDERS","IRRITABLE BOWEL SYNDROME",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS","GASTROINTESTINAL SPASTIC AND HYPERMOTILITY DISORDERS","",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS","","",64,44,482,502,546,546,1092,11.7,8.1,3.7,145.5,4.6
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","DYSPEPTIC SIGNS AND SYMPTOMS","DYSPEPSIA",10,6,536,540,546,546,1092,1.8,1.1,0.7,166.7,2.1
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","DYSPEPTIC SIGNS AND SYMPTOMS","",10,6,536,540,546,546,1092,1.8,1.1,0.7,166.7,2.1
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","FAECAL ABNORMALITIES NEC","FAECES DISCOLOURED",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","FAECAL ABNORMALITIES NEC","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","FLATULENCE, BLOATING AND DISTENSION","ABDOMINAL DISTENSION",10,12,536,534,546,546,1092,1.8,2.2,-0.4,83.3,1.9
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","FLATULENCE, BLOATING AND DISTENSION","FLATULENCE",0,4,546,542,546,546,1092,0,0.7,-0.7,0,2.8
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","FLATULENCE, BLOATING AND DISTENSION","",10,16,536,530,546,546,1092,1.8,2.9,-1.1,62.5,2.5
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","GASTROINTESTINAL AND ABDOMINAL PAINS (EXCL ORAL AND THROAT)","ABDOMINAL PAIN",18,10,528,536,546,546,1092,3.3,1.8,1.5,180,3
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","GASTROINTESTINAL AND ABDOMINAL PAINS (EXCL ORAL AND THROAT)","ABDOMINAL PAIN LOWER",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","GASTROINTESTINAL AND ABDOMINAL PAINS (EXCL ORAL AND THROAT)","ABDOMINAL PAIN UPPER",4,8,542,538,546,546,1092,0.7,1.5,-0.7,50,2.1
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","GASTROINTESTINAL AND ABDOMINAL PAINS (EXCL ORAL AND THROAT)","",24,20,522,526,546,546,1092,4.4,3.7,0.7,120,2.3
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","GASTROINTESTINAL SIGNS AND SYMPTOMS NEC","ABDOMINAL DISCOMFORT",0,4,546,542,546,546,1092,0,0.7,-0.7,0,2.8
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","GASTROINTESTINAL SIGNS AND SYMPTOMS NEC","DYSPHAGIA",2,6,544,540,546,546,1092,0.4,1.1,-0.7,33.3,2.2
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","GASTROINTESTINAL SIGNS AND SYMPTOMS NEC","",2,10,544,536,546,546,1092,0.4,1.8,-1.5,20,4.2
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","NAUSEA AND VOMITING SYMPTOMS","NAUSEA",24,26,522,520,546,546,1092,4.4,4.8,-0.4,92.3,2.2
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","NAUSEA AND VOMITING SYMPTOMS","VOMITING",16,16,530,530,546,546,1092,2.9,2.9,0,100,2
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","NAUSEA AND VOMITING SYMPTOMS","",40,42,506,504,546,546,1092,7.3,7.7,-0.4,95.2,2.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS","","",86,96,460,450,546,546,1092,15.8,17.6,-1.8,89.6,3.1
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS NEC","ABDOMINAL DISCOMFORT","STOMACH DISCOMFORT",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS NEC","ABDOMINAL DISCOMFORT","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL SIGNS AND SYMPTOMS NEC","","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL STENOSIS AND OBSTRUCTION","OESOPHAGEAL STENOSIS AND OBSTRUCTION","OESOPHAGEAL STENOSIS",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL STENOSIS AND OBSTRUCTION","OESOPHAGEAL STENOSIS AND OBSTRUCTION","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL STENOSIS AND OBSTRUCTION","","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL ULCERATION AND PERFORATION","DUODENAL ULCERS AND PERFORATION","DUODENAL ULCER HAEMORRHAGE",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL ULCERATION AND PERFORATION","DUODENAL ULCERS AND PERFORATION","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL ULCERATION AND PERFORATION","GASTRIC ULCERS AND PERFORATION","GASTRIC ULCER HAEMORRHAGE",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL ULCERATION AND PERFORATION","GASTRIC ULCERS AND PERFORATION","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL ULCERATION AND PERFORATION","INTESTINAL ULCERS AND PERFORATION NEC","APPENDICITIS PERFORATED",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL ULCERATION AND PERFORATION","INTESTINAL ULCERS AND PERFORATION NEC","LARGE INTESTINE PERFORATION",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL ULCERATION AND PERFORATION","INTESTINAL ULCERS AND PERFORATION NEC","",0,4,546,542,546,546,1092,0,0.7,-0.7,0,2.8
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL ULCERATION AND PERFORATION","","",2,6,544,540,546,546,1092,0.4,1.1,-0.7,33.3,2.2
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL VASCULAR CONDITIONS","HAEMORRHOIDS AND GASTROINTESTINAL VARICES (EXCL OESOPHAGEAL)","HAEMORRHOIDAL HAEMORRHAGE",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL VASCULAR CONDITIONS","HAEMORRHOIDS AND GASTROINTESTINAL VARICES (EXCL OESOPHAGEAL)","HAEMORRHOIDS",0,6,546,540,546,546,1092,0,1.1,-1.1,0,4.2
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL VASCULAR CONDITIONS","HAEMORRHOIDS AND GASTROINTESTINAL VARICES (EXCL OESOPHAGEAL)","",2,6,544,540,546,546,1092,0.4,1.1,-0.7,33.3,2.2
"GASTROINTESTINAL DISORDERS","GASTROINTESTINAL VASCULAR CONDITIONS","","",2,6,544,540,546,546,1092,0.4,1.1,-0.7,33.3,2.2
"GASTROINTESTINAL DISORDERS","GENERAL SYSTEM DISORDERS NEC","PAIN AND DISCOMFORT NEC","GASTROOESOPHAGEAL REFLUX DISEASE",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GENERAL SYSTEM DISORDERS NEC","PAIN AND DISCOMFORT NEC","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","GENERAL SYSTEM DISORDERS NEC","","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","INFECTIONS - PATHOGEN UNSPECIFIED","URINARY TRACT INFECTIONS","ABDOMINAL PAIN",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","INFECTIONS - PATHOGEN UNSPECIFIED","URINARY TRACT INFECTIONS","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","INFECTIONS - PATHOGEN UNSPECIFIED","","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GASTROINTESTINAL DISORDERS","INJURIES NEC","SITE SPECIFIC INJURIES NEC","TOOTH FRACTURE",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GASTROINTESTINAL DISORDERS","INJURIES NEC","SITE SPECIFIC INJURIES NEC","",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GASTROINTESTINAL DISORDERS","INJURIES NEC","","",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GASTROINTESTINAL DISORDERS","ORAL SOFT TISSUE CONDITIONS","STOMATITIS AND ULCERATION","STOMATITIS",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","ORAL SOFT TISSUE CONDITIONS","STOMATITIS AND ULCERATION","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","ORAL SOFT TISSUE CONDITIONS","","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","SALIVARY GLAND CONDITIONS","ORAL DRYNESS AND SALIVA ALTERED","DRY MOUTH",4,2,542,544,546,546,1092,0.7,0.4,0.4,200,1.4
"GASTROINTESTINAL DISORDERS","SALIVARY GLAND CONDITIONS","ORAL DRYNESS AND SALIVA ALTERED","",4,2,542,544,546,546,1092,0.7,0.4,0.4,200,1.4
"GASTROINTESTINAL DISORDERS","SALIVARY GLAND CONDITIONS","","",4,2,542,544,546,546,1092,0.7,0.4,0.4,200,1.4
"GASTROINTESTINAL DISORDERS","UTERINE, PELVIC AND BROAD LIGAMENT DISORDERS","PELVIC PROLAPSE CONDITIONS","RECTOCELE",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","UTERINE, PELVIC AND BROAD LIGAMENT DISORDERS","PELVIC PROLAPSE CONDITIONS","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","UTERINE, PELVIC AND BROAD LIGAMENT DISORDERS","","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GASTROINTESTINAL DISORDERS","","","",208,202,338,344,546,546,1092,38.1,37,1.1,103,3.1
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ADMINISTRATION SITE REACTIONS","IMPLANT AND CATHETER SITE REACTIONS","CATHETER SITE PAIN",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ADMINISTRATION SITE REACTIONS","IMPLANT AND CATHETER SITE REACTIONS","CATHETER SITE RELATED REACTION",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ADMINISTRATION SITE REACTIONS","IMPLANT AND CATHETER SITE REACTIONS","",2,4,544,542,546,546,1092,0.4,0.7,-0.4,50,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ADMINISTRATION SITE REACTIONS","INJECTION SITE REACTIONS","INJECTION SITE HAEMORRHAGE",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ADMINISTRATION SITE REACTIONS","INJECTION SITE REACTIONS","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ADMINISTRATION SITE REACTIONS","","",4,4,542,542,546,546,1092,0.7,0.7,0,100,1.3
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","BODY TEMPERATURE CONDITIONS","FEBRILE DISORDERS","PYREXIA",4,0,542,546,546,546,1092,0.7,0,0.7,0,2.8
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","BODY TEMPERATURE CONDITIONS","FEBRILE DISORDERS","",4,0,542,546,546,546,1092,0.7,0,0.7,0,2.8
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","BODY TEMPERATURE CONDITIONS","","",4,0,542,546,546,546,1092,0.7,0,0.7,0,2.8
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CORONARY ARTERY DISORDERS","ISCHAEMIC CORONARY ARTERY DISORDERS","NON-CARDIAC CHEST PAIN",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CORONARY ARTERY DISORDERS","ISCHAEMIC CORONARY ARTERY DISORDERS","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CORONARY ARTERY DISORDERS","","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","ASTHENIC CONDITIONS","ASTHENIA",8,10,538,536,546,546,1092,1.5,1.8,-0.4,80,1.8
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","ASTHENIC CONDITIONS","FATIGUE",26,30,520,516,546,546,1092,4.8,5.5,-0.7,86.7,2.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","ASTHENIC CONDITIONS","MALAISE",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","ASTHENIC CONDITIONS","",36,42,510,504,546,546,1092,6.6,7.7,-1.1,85.7,2.6
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","FEELINGS AND SENSATIONS NEC","FEELING COLD",0,4,546,542,546,546,1092,0,0.7,-0.7,0,2.8
