"AEBODSYS","AEHLGT","AEHLT","AEDECOD","A","C","B","D","APLUSB","CPLUSD","N","PCTTREAT","PCTCONTROL","RD","RR","PVALUE"
"Hepatobiliary disorders","GALLBLADDER DISORDERS","CHOLECYSTITIS AND CHOLELITHIASIS","CHOLELITHIASIS",11,13,2591,2611,2602,2624,5226,0.4,0.5,-0.1,0.9,1.9
"Hepatobiliary disorders","GALLBLADDER DISORDERS","CHOLECYSTITIS AND CHOLELITHIASIS","",18,21,2584,2603,2602,2624,5226,0.7,0.8,-0.1,0.9,2.2
"Hepatobiliary disorders","GALLBLADDER DISORDERS","GALLBLADDER DISORDERS NEC","GALLBLADDER CHOLESTEROLOSIS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Hepatobiliary disorders","GALLBLADDER DISORDERS","GALLBLADDER DISORDERS NEC","GALLBLADDER POLYP",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Hepatobiliary disorders","GALLBLADDER DISORDERS","GALLBLADDER DISORDERS NEC","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Hepatobiliary disorders","GALLBLADDER DISORDERS","","",18,23,2584,2601,2602,2624,5226,0.7,0.9,-0.2,0.8,2.4
"Hepatobiliary disorders","HAEMOLYSES AND RELATED CONDITIONS","HAEMOLYSES NEC","JAUNDICE",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Hepatobiliary disorders","HAEMOLYSES AND RELATED CONDITIONS","HAEMOLYSES NEC","",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Hepatobiliary disorders","HAEMOLYSES AND RELATED CONDITIONS","","",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC AND HEPATOBILIARY DISORDERS NEC","LIVER DISORDER",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC AND HEPATOBILIARY DISORDERS NEC","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC ENZYMES AND FUNCTION ABNORMALITIES","HEPATIC FUNCTION ABNORMAL",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC ENZYMES AND FUNCTION ABNORMALITIES","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC FAILURE AND ASSOCIATED DISORDERS","HEPATIC FAILURE",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC FAILURE AND ASSOCIATED DISORDERS","",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC FIBROSIS AND CIRRHOSIS","BILIARY CIRRHOSIS PRIMARY",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC FIBROSIS AND CIRRHOSIS","HEPATIC CIRRHOSIS",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC FIBROSIS AND CIRRHOSIS","",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATOBILIARY SIGNS AND SYMPTOMS","HEPATIC PAIN",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATOBILIARY SIGNS AND SYMPTOMS","HEPATOMEGALY",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATOBILIARY SIGNS AND SYMPTOMS","",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATOCELLULAR DAMAGE AND HEPATITIS NEC","HEPATITIS",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATOCELLULAR DAMAGE AND HEPATITIS NEC","HEPATITIS TOXIC",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATOCELLULAR DAMAGE AND HEPATITIS NEC","",3,0,2599,2624,2602,2624,5226,0.1,0,0.1,0,2.1
"Hepatobiliary disorders","HEPATIC AND HEPATOBILIARY DISORDERS","","",8,5,2594,2619,2602,2624,5226,0.3,0.2,0.1,1.6,1.9
"Hepatobiliary disorders","","","",31,35,2571,2589,2602,2624,5226,1.2,1.3,-0.1,0.9,2.4
"Immune system disorders","ALLERGIC CONDITIONS","ALLERGIC CONDITIONS NEC","ALLERGY TO ARTHROPOD STING",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Immune system disorders","ALLERGIC CONDITIONS","ALLERGIC CONDITIONS NEC","HYPERSENSITIVITY",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Immune system disorders","ALLERGIC CONDITIONS","ALLERGIC CONDITIONS NEC","",2,2,2600,2622,2602,2624,5226,0.1,0.1,0,1,1
"Immune system disorders","ALLERGIC CONDITIONS","ALLERGIES TO FOODS, FOOD ADDITIVES, DRUGS AND OTHER CHEMICALS","DRUG HYPERSENSITIVITY",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Immune system disorders","ALLERGIC CONDITIONS","ALLERGIES TO FOODS, FOOD ADDITIVES, DRUGS AND OTHER CHEMICALS","FOOD ALLERGY",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Immune system disorders","ALLERGIC CONDITIONS","ALLERGIES TO FOODS, FOOD ADDITIVES, DRUGS AND OTHER CHEMICALS","",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Immune system disorders","ALLERGIC CONDITIONS","","",3,4,2599,2620,2602,2624,5226,0.1,0.2,0,0.8,1.3
"Immune system disorders","AUTOIMMUNE DISORDERS NEC","AUTOIMMUNE DISORDER","AUTOIMMUNE DEFICIENCY SYNDROME",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Immune system disorders","AUTOIMMUNE DISORDERS NEC","AUTOIMMUNE DISORDER","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Immune system disorders","AUTOIMMUNE DISORDERS NEC","","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Immune system disorders","","","",3,5,2599,2619,2602,2624,5226,0.1,0.2,-0.1,0.6,1.5
"Infections and infestations","ABDOMINAL AND GASTROINTESTINAL INFECTIONS","ANAL ABSCESS","PERIANAL ABSCESS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","ABDOMINAL AND GASTROINTESTINAL INFECTIONS","ANAL ABSCESS","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","ABDOMINAL AND GASTROINTESTINAL INFECTIONS","","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","AURAL DISORDERS NEC","EAR DISORDERS NEC","EAR INFECTION",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","AURAL DISORDERS NEC","EAR DISORDERS NEC","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","AURAL DISORDERS NEC","","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","BACTERIAL INFECTIONS NEC","BACTERIAL INFECTION",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","BACTERIAL INFECTIONS NEC","CELLULITIS",3,10,2599,2614,2602,2624,5226,0.1,0.4,-0.3,0.3,3.3
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","BACTERIAL INFECTIONS NEC","DIABETIC GANGRENE",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","BACTERIAL INFECTIONS NEC","GANGRENE",16,26,2586,2598,2602,2624,5226,0.6,1,-0.4,0.6,3.2
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","BACTERIAL INFECTIONS NEC","RESPIRATORY TRACT INFECTION BACTERIAL",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","BACTERIAL INFECTIONS NEC","",21,40,2581,2584,2602,2624,5226,0.8,1.5,-0.7,0.5,5.2
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","CLOSTRIDIA INFECTIONS","CLOSTRIDIUM COLITIS",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","CLOSTRIDIA INFECTIONS","",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","ENTEROCOCCAL INFECTIONS","ENTEROCOCCAL INFECTION",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","ENTEROCOCCAL INFECTIONS","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","ESCHERICHIA INFECTIONS","ESCHERICHIA SEPSIS",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","ESCHERICHIA INFECTIONS","ESCHERICHIA URINARY TRACT INFECTION",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","ESCHERICHIA INFECTIONS","",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","HELICOBACTER INFECTIONS","GASTRIC ULCER HELICOBACTER",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","HELICOBACTER INFECTIONS","HELICOBACTER GASTRITIS",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","HELICOBACTER INFECTIONS","",2,4,2600,2620,2602,2624,5226,0.1,0.2,-0.1,0.5,1.4
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","KLEBSIELLA INFECTIONS","PNEUMONIA KLEBSIELLA",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","KLEBSIELLA INFECTIONS","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","PSEUDOMONAL INFECTIONS","PSEUDOMONAL SEPSIS",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","PSEUDOMONAL INFECTIONS","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","SALMONELLA INFECTIONS","GASTROENTERITIS SALMONELLA",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","SALMONELLA INFECTIONS","SALMONELLOSIS",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","SALMONELLA INFECTIONS","",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","SERRATIA INFECTIONS","SERRATIA INFECTION",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","SERRATIA INFECTIONS","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","STAPHYLOCOCCAL INFECTIONS","STAPHYLOCOCCAL INFECTION",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","STAPHYLOCOCCAL INFECTIONS","STAPHYLOCOCCAL SEPSIS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","STAPHYLOCOCCAL INFECTIONS","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","STREPTOCOCCAL INFECTIONS","BRONCHITIS PNEUMOCOCCAL",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","STREPTOCOCCAL INFECTIONS","ERYSIPELAS",12,9,2590,2615,2602,2624,5226,0.5,0.3,0.1,1.3,2
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","STREPTOCOCCAL INFECTIONS","PNEUMONIA PNEUMOCOCCAL",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","STREPTOCOCCAL INFECTIONS","",13,10,2589,2614,2602,2624,5226,0.5,0.4,0.1,1.3,2
"Infections and infestations","BACTERIAL INFECTIOUS DISORDERS","","",44,59,2558,2565,2602,2624,5226,1.7,2.2,-0.6,0.8,3.6
"Infections and infestations","BRONCHIAL DISORDERS (EXCL NEOPLASMS)","BRONCHOSPASM AND OBSTRUCTION","BRONCHITIS CHRONIC",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Infections and infestations","BRONCHIAL DISORDERS (EXCL NEOPLASMS)","BRONCHOSPASM AND OBSTRUCTION","",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Infections and infestations","BRONCHIAL DISORDERS (EXCL NEOPLASMS)","","",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Infections and infestations","BRONCHOSPASM AND OBSTRUCTION","INFECTIVE EXACERBATION OF CHRONIC OBSTRUCTIVE AIRWAYS DISEASE","OBSTRUCTIVE CHRONIC BRONCHITIS WITH ACUTE EXACERBATION",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Infections and infestations","BRONCHOSPASM AND OBSTRUCTION","INFECTIVE EXACERBATION OF CHRONIC OBSTRUCTIVE AIRWAYS DISEASE","",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Infections and infestations","BRONCHOSPASM AND OBSTRUCTION","","",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Infections and infestations","ECTOPARASITIC DISORDERS","ECTOPARASITIC INFESTATIONS","ACARODERMATITIS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","ECTOPARASITIC DISORDERS","ECTOPARASITIC INFESTATIONS","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","ECTOPARASITIC DISORDERS","","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","ENDOCARDIAL DISORDERS","ENDOCARDITIS NEC","ENDOCARDITIS",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Infections and infestations","ENDOCARDIAL DISORDERS","ENDOCARDITIS NEC","",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Infections and infestations","ENDOCARDIAL DISORDERS","","",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Infections and infestations","EXTERNAL EAR DISORDERS (EXCL CONGENITAL)","EXTERNAL EAR INFECTIONS AND INFLAMMATIONS","OTITIS EXTERNA",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","EXTERNAL EAR DISORDERS (EXCL CONGENITAL)","EXTERNAL EAR INFECTIONS AND INFLAMMATIONS","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","EXTERNAL EAR DISORDERS (EXCL CONGENITAL)","","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","FUNGAL INFECTIOUS DISORDERS","CANDIDA INFECTIONS","OESOPHAGEAL CANDIDIASIS",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","FUNGAL INFECTIOUS DISORDERS","CANDIDA INFECTIONS","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","FUNGAL INFECTIOUS DISORDERS","FUNGAL INFECTIONS NEC","FUNGAL INFECTION",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","FUNGAL INFECTIOUS DISORDERS","FUNGAL INFECTIONS NEC","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","FUNGAL INFECTIOUS DISORDERS","","",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Infections and infestations","GASTROINTESTINAL INFECTIONS","ANAL, RECTAL, PERIANAL AND PERIRECTAL INFECTIONS","ANAL ABSCESS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","GASTROINTESTINAL INFECTIONS","ANAL, RECTAL, PERIANAL AND PERIRECTAL INFECTIONS","PERIANAL ABSCESS",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Infections and infestations","GASTROINTESTINAL INFECTIONS","ANAL, RECTAL, PERIANAL AND PERIRECTAL INFECTIONS","",2,2,2600,2622,2602,2624,5226,0.1,0.1,0,1,1
"Infections and infestations","GASTROINTESTINAL INFECTIONS","GASTRIC AND GASTROENTERIC INFECTIONS","GASTROENTERITIS",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Infections and infestations","GASTROINTESTINAL INFECTIONS","GASTRIC AND GASTROENTERIC INFECTIONS","",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Infections and infestations","GASTROINTESTINAL INFECTIONS","INTESTINAL INFECTIONS","APPENDICITIS",0,3,2602,2621,2602,2624,5226,0,0.1,-0.1,0,2.1
"Infections and infestations","GASTROINTESTINAL INFECTIONS","INTESTINAL INFECTIONS","",0,3,2602,2621,2602,2624,5226,0,0.1,-0.1,0,2.1
"Infections and infestations","GASTROINTESTINAL INFECTIONS","","",3,7,2599,2617,2602,2624,5226,0.1,0.3,-0.2,0.4,2.1
"Infections and infestations","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC VIRAL INFECTIONS","HEPATITIS C",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC VIRAL INFECTIONS","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","HEPATIC AND HEPATOBILIARY DISORDERS","","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","ABDOMINAL AND GASTROINTESTINAL INFECTIONS","ABDOMINAL ABSCESS",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","ABDOMINAL AND GASTROINTESTINAL INFECTIONS","ANAL ABSCESS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","ABDOMINAL AND GASTROINTESTINAL INFECTIONS","APPENDICITIS",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","ABDOMINAL AND GASTROINTESTINAL INFECTIONS","DIVERTICULITIS",3,2,2599,2622,2602,2624,5226,0.1,0.1,0,1.5,1.2
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","ABDOMINAL AND GASTROINTESTINAL INFECTIONS","ENTERITIS INFECTIOUS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","ABDOMINAL AND GASTROINTESTINAL INFECTIONS","GASTROENTERITIS",5,4,2597,2620,2602,2624,5226,0.2,0.2,0,1.3,1.4
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","ABDOMINAL AND GASTROINTESTINAL INFECTIONS","",10,9,2592,2615,2602,2624,5226,0.4,0.3,0,1.1,1.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","BONE AND JOINT INFECTIONS","ARTHRITIS INFECTIVE",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","BONE AND JOINT INFECTIONS","JOINT ABSCESS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","BONE AND JOINT INFECTIONS","OSTEOMYELITIS",7,4,2595,2620,2602,2624,5226,0.3,0.2,0.1,1.8,1.8
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","BONE AND JOINT INFECTIONS","OSTEOMYELITIS CHRONIC",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","BONE AND JOINT INFECTIONS","",8,6,2594,2618,2602,2624,5226,0.3,0.2,0.1,1.3,1.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","CARDIAC INFECTIONS","ENDOCARDITIS",3,2,2599,2622,2602,2624,5226,0.1,0.1,0,1.5,1.2
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","CARDIAC INFECTIONS","SUBACUTE ENDOCARDITIS",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","CARDIAC INFECTIONS","",4,2,2598,2622,2602,2624,5226,0.2,0.1,0.1,2,1.5
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","CENTRAL NERVOUS SYSTEM AND SPINAL INFECTIONS","MENINGITIS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","CENTRAL NERVOUS SYSTEM AND SPINAL INFECTIONS","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","DENTAL AND ORAL SOFT TISSUE INFECTIONS","TOOTH INFECTION",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","DENTAL AND ORAL SOFT TISSUE INFECTIONS","",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","EAR INFECTIONS","LABYRINTHITIS",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","EAR INFECTIONS","OTITIS EXTERNA",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","EAR INFECTIONS","OTITIS MEDIA ACUTE",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","EAR INFECTIONS","",2,2,2600,2622,2602,2624,5226,0.1,0.1,0,1,1
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","EYE AND EYELID INFECTIONS","HYPOPYON",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","EYE AND EYELID INFECTIONS","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","ABSCESS",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","ABSCESS LIMB",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","EMPYEMA",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","GRAFT INFECTION",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","IMPLANT SITE INFECTION",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","INFECTION",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","LOCALISED INFECTION",3,3,2599,2621,2602,2624,5226,0.1,0.1,0,1,1.2
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","POSTOPERATIVE INFECTION",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","RESPIRATORY TRACT INFECTION",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","WOUND INFECTION",4,4,2598,2620,2602,2624,5226,0.2,0.2,0,1,1.3
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","",14,16,2588,2608,2602,2624,5226,0.5,0.6,-0.1,0.9,2
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","BRONCHITIS",5,5,2597,2619,2602,2624,5226,0.2,0.2,0,1,1.4
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","BRONCHITIS ACUTE",4,11,2598,2613,2602,2624,5226,0.2,0.4,-0.3,0.4,3.2
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","BRONCHOPNEUMONIA",7,9,2595,2615,2602,2624,5226,0.3,0.3,-0.1,0.8,1.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","LOBAR PNEUMONIA",2,4,2600,2620,2602,2624,5226,0.1,0.2,-0.1,0.5,1.4
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","LOWER RESPIRATORY TRACT INFECTION",3,4,2599,2620,2602,2624,5226,0.1,0.2,0,0.8,1.3
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","LUNG ABSCESS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Infections and infestations","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","LUNG INFECTION",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
